"","screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"1","DevBizInfoGuy","1249421005",2017-12-15 23:03:53,"941806046263341057","Unexpected... The human #facets of #dataviz! (All hail the #NYTNeedle) @NYTimes https://t.co/QIB7ODZhM4",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"nytimes.com/2017/12/14/rea…","https://www.nytimes.com/2017/12/14/reader-center/nyt-needle-election.html","nytimes","807095",NA,"facets dataviz NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","GPokharel","45729708",2017-12-15 20:51:31,"941772733242888193","81% of Evangelical Christians @CNN @nytimes #nytneedle supported pedophile @MooreSenate in Alabama. Do they have mo… https://t.co/HGdiangfbL",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/941772733242888193","CNN nytimes MooreSenate","759251 807095 856991644134068224",NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","mosessister","31550240",2017-12-15 15:52:43,"941697536158588928","I love the #NYTNeedle. 

NYT Needle Returns to the Spotlight. The Internet Notices. via @NYTimes https://t.co/QurHmz6wwb",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"nytimes.com/2017/12/14/rea…","https://www.nytimes.com/2017/12/14/reader-center/nyt-needle-election.html","nytimes","807095",NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","ITGuy1959","4247374520",2017-12-15 15:35:32,"941693212015677440","I loathe the partisan radicalism of @nytpolitics but #NYTNeedle is the best predictor around. There were 2 hours he… https://t.co/1dTO65Gs5U",0,0,TRUE,"941691889929146369",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/941693212015677440","nytpolitics","14434063",NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","TheBFRoom","824645127356485632",2017-12-15 15:31:20,"941692157072732160","NYT POLITICS: The #NYTNeedle returned to the national spotlight on Tuesday, and all of the internet noticed https://t.co/haFg2aKX4n",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","IFTTT",NA,NA,NA,NA,"nyti.ms/2Ao6lwa","http://nyti.ms/2Ao6lwa",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","nytpolitics","14434063",2017-12-15 15:30:17,"941691889929146369","The #NYTNeedle returned to the national spotlight on Tuesday, and all of the internet noticed https://t.co/5VXjd4nQPa",7,17,FALSE,NA,FALSE,NA,NA,NA,NA,"en","SocialFlow",NA,NA,NA,NA,"nyti.ms/2Ao6lwa","http://nyti.ms/2Ao6lwa",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","MACarter73","16800335",2017-12-15 12:29:29,"941646392300331009","Amanda Cox would like you to know that the #nytneedle hasn’t changed since 2016, we have.  https://t.co/wCiGK5bZnC",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"nytimes.com/2017/12/14/rea…","https://www.nytimes.com/2017/12/14/reader-center/nyt-needle-election.html",NA,NA,NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","NYTNational","1767741",2017-12-15 12:22:05,"941644529010204673","The #NYTNeedle returned to the national spotlight on Tuesday, and all of the internet noticed https://t.co/FV1jMalQp2",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","SocialFlow",NA,NA,NA,NA,"nyti.ms/2ClTGLv","http://nyti.ms/2ClTGLv",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","sardwtt","1137399751",2017-12-15 11:31:05,"941631693471076352","NYT Needle Returns to the Spotlight. The Internet Notices. https://t.co/pnNsWDgLpH @Stephen_Dewitt #nytneedle",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"nyti.ms/2jTgbjC","https://nyti.ms/2jTgbjC","Stephen_Dewitt","45352925",NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","NYTNational","1767741",2017-12-15 08:00:13,"941578629175238656","The #NYTNeedle returned to the national spotlight on Tuesday, and all of the internet noticed https://t.co/Demjx4YE2I",1,2,FALSE,NA,FALSE,NA,NA,NA,NA,"en","SocialFlow",NA,NA,NA,NA,"nyti.ms/2CoFHoj","http://nyti.ms/2CoFHoj",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","lauraneckstein","349130227",2017-12-15 01:28:39,"941480089040179202","NYT Needle Returns to the Spotlight. The Internet Notices. via @NYTimes #nytneedle @jeremybowers  you rock!  https://t.co/UWbFIntZvy",0,3,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"nytimes.com/2017/12/14/rea…","https://www.nytimes.com/2017/12/14/reader-center/nyt-needle-election.html","nytimes jeremybowers","807095 8083262",NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","NYTNational","1767741",2017-12-15 00:20:08,"941462847153983488","The #NYTNeedle returned to the national spotlight on Tuesday, and all of the internet noticed https://t.co/fow2MT1M1z",1,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","SocialFlow",NA,NA,NA,NA,"nyti.ms/2AHtC0i","http://nyti.ms/2AHtC0i",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","WeNowProject","448236092",2017-12-13 18:56:53,"941019109755670529","Is it too late to consider the #NYTNeedle for the #TimePersonOfTheYear? 

CC: @nytimesneedle @TIME https://t.co/1cD7nJJQCm",0,0,TRUE,"941014817250430979",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/ErikWemple/sta…","https://twitter.com/ErikWemple/status/941014817250430979","nytimesneedle TIME","940781181532016642 14293310",NA,"NYTNeedle TimePersonOfTheYear",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","AmandaJamesNYC","885142352096088065",2017-12-13 17:01:07,"940989975025405952","""Maybe this was my time to move the needle on moving needles."" LOL the Snowfall reference here #NYTNeedle #NYTimes… https://t.co/t7HoMsi5cu",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940989975025405952",NA,NA,NA,"NYTNeedle NYTimes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","NiallStanage","24951142",2017-12-13 14:26:46,"940951132029030401","My winners (incl. Dems, black voters, Roy Moore's accusers and #NYTNeedle ) and losers (incl. Trump, Bannon and the… https://t.co/pEOduciASH",2,6,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940951132029030401",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","AlzbetHaj","844177141",2017-12-13 08:01:51,"940854263202369536","I spent the last hour thinking that the NYT needle was an actual needle #NYTNeedle",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","MissBeaE","43078558",2017-12-13 04:07:19,"940795242038677505","Accurate. #AlabamaSenateElection  #NYTneedle https://t.co/3zwR2smzcM",0,2,TRUE,"940795037486546945",FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/benwikler/stat…","https://twitter.com/benwikler/status/940795037486546945",NA,NA,NA,"AlabamaSenateElection NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","stevendmoorephd","16569030",2017-12-13 04:01:35,"940793797402906625","I’m liking the #NYTNeedle",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","JustSayNarf","82330604",2017-12-13 03:57:47,"940792843957932032","#RightSideofDecency #RightSideofHistory #AlabamaSenate #NYTneedle Alabama, on behalf of the United Sane Folks Of Am… https://t.co/sbcfg0QR8I",0,3,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPad",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940792843957932032",NA,NA,NA,"RightSideofDecency RightSideofHistory AlabamaSenate NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","realSunny20","28905418",2017-12-13 03:57:25,"940792752198975488","That #nytneedle just about did me in.",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","AlecTang_","632328791",2017-12-13 03:53:46,"940791830429487110","awesome news day:
1) #NYTNeedle redeemed itself; and
2) even better, I spotted @KingCyclesAkl’s golden hard hat in… https://t.co/skHIVd43oK",0,6,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940791830429487110","KingCyclesAkl","3237665544",NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","TannerJMorton","382479172",2017-12-13 03:41:58,"940788861390778369","@neilrmoss Can we get a #NYTneedle read on this one?",0,0,FALSE,NA,FALSE,NA,"940788587058081793","110306530","neilrmoss","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"neilrmoss","110306530",NA,"NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","delmoi","9369062",2017-12-13 03:33:47,"940786804915089408","Pretty much all election coverage can be replaced with the #NYTNeedle - all the blather they spew on CNN/MSNBC/Fox… https://t.co/e7oBl1Dw0H",0,4,FALSE,NA,FALSE,NA,"940786338110025728","9369062","delmoi","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940786804915089408",NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","MathewsDomingo","4189726677",2017-12-13 03:31:51,"940786317637619717","Nina Turner: Doug Jones' reliance on black vote 'troubling'
https://t.co/fCjQzEKE1S #AlabamaSenateElection #TheResistance #nytneedle",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"msn.com/en-us/news/cri…","https://www.msn.com/en-us/news/crime/turner-dem-reliance-on-black-vote-troubling/vp-BBGuY93",NA,NA,NA,"AlabamaSenateElection TheResistance nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","taraepowers","184623580",2017-12-13 03:30:39,"940786012543963139","ROLL TIDE AND HAPPY HANUKKAH!!!!! #ALSen #DougJones #NYTNeedle https://t.co/Sqrkqc6YnQ",1,3,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone","940786006894227458","http://pbs.twimg.com/tweet_video_thumb/DQ5X44aWsAIlGtz.jpg","https://twitter.com/taraepowers/status/940786012543963139/photo/1",NA,NA,NA,NA,NA,NA,"ALSen DougJones NYTNeedle",NA,"00c39537733fa112","city","Queens","Queens, NY","US","United States","-73.962582 -73.699793 -73.699793 -73.962582 40.541722 40.541722 40.8000371 40.8000371","Polygon"
"26","ResistorSister","22337700",2017-12-13 03:29:06,"940785625887895553","I <U+2764><U+FE0F> you, #NYTNeedle.  I really do. 

Go Doug Jones <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>

#AlabamaSenateRace
#PedoDown https://t.co/rFBhjx1cRY",0,5,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone","940785619956940800","http://pbs.twimg.com/media/DQ5XiW9UQAAwirl.jpg","https://twitter.com/ResistorSister/status/940785625887895553/photo/1",NA,NA,NA,NA,NA,NA,"NYTNeedle AlabamaSenateRace PedoDown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","GoodDayMarianne","249847056",2017-12-13 03:27:58,"940785339794317313","I had to look this one up. Here's a ""needle explainer"" https://t.co/FUmC0NoaX2 #nytneedle https://t.co/8mT4SdZa0U",1,4,TRUE,"940782838307270657",FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"thehill.com/homenews/media… twitter.com/juliettekayyem…","http://thehill.com/homenews/media/359128-new-york-times-bringing-back-needle-dial-for-virginia-election?amp https://twitter.com/juliettekayyem/status/940782838307270657",NA,NA,NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Rangerjoe63Dot","745672323596836864",2017-12-13 03:27:38,"940785256226889733","#NYTneedle https://t.co/bv7SJWObaU",0,0,TRUE,"940781640602849280",FALSE,NA,NA,NA,NA,"und","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/electproject/s…","https://twitter.com/electproject/status/940781640602849280",NA,NA,NA,"NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Rangerjoe63Dot","745672323596836864",2017-12-13 03:26:28,"940784960209686529","#NYTneedle https://t.co/4W5a4jXCNs",0,0,TRUE,"940781405184937985",FALSE,NA,NA,NA,NA,"und","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/omara341/statu…","https://twitter.com/omara341/status/940781405184937985",NA,NA,NA,"NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","youngheather","19076495",2017-12-13 03:26:05,"940784863585689600","@jonfavs Poor @SteveKornacki replaced by the #nytneedle",0,1,FALSE,NA,FALSE,NA,"940784073290559488","130496027","jonfavs","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"jonfavs SteveKornacki","130496027 44134773",NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Rangerjoe63Dot","745672323596836864",2017-12-13 03:25:52,"940784810947067909","#NYTneedle https://t.co/WHJPprGUUJ",0,0,TRUE,"940781555961786368",FALSE,NA,NA,NA,NA,"und","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/w7voa/status/9…","https://twitter.com/w7voa/status/940781555961786368",NA,NA,NA,"NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","AllieMPorter","2600740243",2017-12-13 03:25:33,"940784730114576384","I can't look away #NYTneedle #flashbacks",1,2,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYTneedle flashbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","liz_mcdonnell7","17295083",2017-12-13 03:25:11,"940784640389984258","Holy crap I literally just got to see the #NYTneedle shoot to the left in real time and I”m not gonna pretend it wa… https://t.co/Zlocchr51j",0,9,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940784640389984258",NA,NA,NA,"NYTneedle",NA,"011add077f4d2da3","city","Brooklyn","Brooklyn, NY","US","United States","-74.041878 -73.855673 -73.855673 -74.041878 40.570842 40.570842 40.739434 40.739434","Polygon"
"34","YogaWordNerd","1852869306",2017-12-13 03:24:51,"940784553073037313","I was never afraid of needles until this one. #NYTneedle https://t.co/36txadUKP2",1,5,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client","940784545753808896","http://pbs.twimg.com/tweet_video_thumb/DQ5Wj1PVQAApJb1.jpg","https://twitter.com/YogaWordNerd/status/940784553073037313/photo/1",NA,NA,NA,NA,NA,NA,"NYTneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","medesaparecido","285835012",2017-12-13 03:24:37,"940784495032197122","Nobody has talked about a needle on twitter tgis much since Aria was stabbing people with it #nytneedle",0,2,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"nytneedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","missrogue","1192",2017-12-13 03:24:04,"940784356620144640","OMG. This needle is also representative of my faith IN HUMAN KIND RIGHT NOW. #NYTNeedle #ohpleaseohplease… https://t.co/yzjNUtiKaP",1,16,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/940784356620144640",NA,NA,NA,"NYTNeedle ohpleaseohplease",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ThatNerdyNick","30864763",2017-12-13 03:23:21,"940784176864907264","ALL GLORY TO #NYTNeedle",0,2,FALSE,NA,FALSE,NA,NA,NA,NA,"en","Twitter Web Client",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYTNeedle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","BJS_quire","149277809",2017-12-13 03:23:16,"940784155687874561","#NYTNEEDLE! https://t.co/JKvR6TVAgZ",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,"und","Twitter for Android","940784095054913537","http://pbs.twimg.com/media/DQ5WJmQV4AEh7fo.jpg","https://twitter.com/BJS_quire/status/940784155687874561/photo/1",NA,NA,NA,NA,NA,NA,"NYTNEEDLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
